python,10,0.006746235000000045
c,10,0.198832
python,10,0.03198789000000002
c,10,0.041710
python,10,0.008481952000000015
c,10,0.122860
python,10,0.007546661999999982
c,10,0.044050
python,10,0.012043410999999948
c,10,0.122048
python,10,0.004417778000000039
c,10,0.077478
python,100,0.013413330999999973
c,100,0.114892
python,100,0.007083936999999985
c,100,0.101796
python,100,0.003112388999999993
c,100,0.041685
python,100,0.03654593499999992
c,100,0.030583
python,100,0.015980550000000038
c,100,0.078775
python,100,0.00399031900000002
c,100,0.142763
python,1000,0.019953141000000008
c,1000,0.085685
python,1000,0.02129798000000005
c,1000,0.094801
python,1000,0.00797629100000008
c,1000,0.058339
python,1000,0.011968927000000074
c,1000,0.118739
python,1000,0.02451471300000002
c,1000,0.054289
python,1000,0.00807481100000007
c,1000,0.046665
python,10000,0.013767026999999987
c,10000,0.121189
python,10000,0.008037512999999996
c,10000,0.046914
python,10000,0.019536352000000035
c,10000,0.124114
python,10000,0.011931685999999941
c,10000,0.078836
python,10000,0.003855076000000013
c,10000,0.092103
python,10000,0.008496339999999936
c,10000,0.057156
python,100000,0.027568121000000056
c,100000,0.097973
python,100000,0.04776702300000002
c,100000,0.062460
python,100000,0.053814291999999986
c,100000,0.117270
python,100000,0.014253791999999987
c,100000,0.153355
python,100000,0.07367909799999994
c,100000,0.072815
python,100000,0.023974294000000063
c,100000,0.120656
python,1000000,0.2720267630000004
c,1000000,0.104654
python,1000000,0.2527746409999998
c,1000000,0.109715
python,1000000,0.367644909
c,1000000,0.080778
python,1000000,0.4007911959999997
c,1000000,0.046989
python,1000000,0.3880660930000004
c,1000000,0.046909
python,1000000,0.42400587099999987
c,1000000,0.177856
